image_name,style,color,pattern,material,estimated_pricing,gender,events,type_of_clothing,name,description
10364.jpg,casual,red,solid,cotton,30,male,casual,sweatshirt,Classic Red Cotton Sweatshirt,"A comfortable red cotton sweatshirt with ribbed cuffs and hem, featuring a simple printed logo in the center. Ideal for casual everyday wear."
png-turtleneck-mockup-man-wearing-dark-blue-blazer_53876-989065.jpg,business casual,gray,solid,cotton blend,$120,male,"business, casual",blazer,Gray Classic Cotton Blazer,"A tailored gray cotton blend blazer featuring a single-button closure and notch lapels, perfect for business casual occasions."
minkfurcoat.jpg,formal,gray,solid,fur,$600,male,"business, formal",coat,Elegant Gray Fur Coat,"A luxurious long gray fur coat featuring a smooth inner lining and button closure, perfect for formal and business winter occasions."
headless-man-png-sticker-wearing-hoodie-transparent-background_53876-980648.jpg,athleisure,blue,solid,cotton,$40,male,casual,hoodie,Classic Blue Pullover Hoodie,"A comfortable, solid blue pullover hoodie made of soft cotton, featuring a front kangaroo pocket and drawstring hood, ideal for casual and athleisure wear."
orangestripeshirt.jpg,casual,orange,striped,polyester,$25,male,casual,shirt,Sunset Stripe Shirt,"A vibrant short-sleeve casual shirt featuring bold vertical stripes in orange, black, and white, made from lightweight polyester for comfort and style."
png-cream-shirt-mockup-fashion-sleeve-adult_53876-857750.jpg,business casual,white,solid,cotton,70,male,"casual, business",collared shirt,Classic Cotton White Shirt,"A classic white cotton collared shirt with a relaxed fit, perfect for casual and business casual occasions. Features full button-down front and long sleeves."
whitetshirt_womensoffwhite.png,casual,white,solid,cotton,15,unisex,casual,t-shirt,Essential White Tee,"A plain white cotton t-shirt with a classic crew neckline, perfect for everyday casual wear."
flanneljacket.png,casual,blue,plaid,cotton blend,$80,male,casual,button-up shirt jacket,Blue Plaid Hooded Shirt Jacket,"A blue plaid button-up shirt jacket with beige and black accents, featuring a quilted inner lining and a black hood for added warmth and style."
10807.jpg,casual,gray,solid with subtle pinstripes,cotton,$25-$40,male,casual,collared shirt,Gray Pinstripe Short Sleeve Collared Shirt,"A comfortable gray short sleeve collared shirt with a subtle pinstripe pattern, featuring a front pocket and button-down design, perfect for casual outings."
whitecotton.jpg,casual,white,textured cable knit,cotton,$40-$60,unisex,casual,shirt,Textured Cable Knit Button-Up,A lightweight white short-sleeve button-up shirt featuring a textured cable knit pattern. Perfect for casual summer outings or relaxed gatherings.
bluehoodies.jpg,athleisure,blue,solid,cotton,$50-$70,unisex,casual,hoodie,Nike Classic Pullover Hoodie,"A blue pullover hoodie featuring the iconic Nike swoosh on the chest, crafted from soft cotton for comfortable wear, perfect for casual and athleisure use."
headless-businessman-png-sticker-full-body-cut-out-transparent-background_53876-1037552.jpg,business casual,brown,solid,wool,$300-$500,male,"business, formal, semi-formal",suit,Classic Brown Wool Suit,"A tailored brown wool suit consisting of a single-breasted jacket with notch lapels and matching trousers, paired with a white dress shirt and brown leather dress shoes, ideal for business and formal events."
whitetshirt_womensstretchjerseybabytee.png,casual,white,solid,cotton,$30,female,casual,T-shirt,Simple White Cotton Tee,"A classic white cotton T-shirt with a round neckline and short sleeves, perfect for casual everyday wear."
man-white-background-full-height-warming-up_709984-25395.jpg,casual,blue,solid,cotton,$40-$60,male,casual,collared shirt,Skyline Blue Casual Shirt,"A light blue solid cotton casual collared shirt featuring a single chest pocket, perfect for everyday wear."
png-pants-khaki-clothing-apparel_53876-803584.jpg,business casual,brown,solid,polyester,$60,male,"business, casual",pants,Modern Pleated Chino,"A pair of brown, pleated business casual chinos made from polyester, featuring a single button closure with side pockets and rolled cuffs for a stylish yet comfortable fit."
graphikdress.jpg,casual,white,floral,cotton,$50-$80,female,"casual, daytime outing, summer gathering",dress,Floral Puff Sleeve Midi Dress,"A white midi dress featuring a delicate floral print, puff sleeves, and a tie detail at the neckline, made from lightweight cotton perfect for casual summer wear."
headless-man-png-sticker-wearing-shirt-mens-casual-fashion-transparent-background_53876-979488.jpg,casual,green,solid,cotton,$40,male,casual,short sleeve collared shirt,Olive Summer Shirt,"A light olive green short sleeve collared shirt made from breathable cotton, perfect for casual summer outings."
man-looking-down_1368-125.jpg,business casual,blue,checkered,cotton,120,male,"casual, business",collared shirt,Navy Checkered Button-Up,"A navy and white checkered cotton button-up shirt, perfect for business casual settings. Paired with a navy blazer and gray pants for a polished look."
png-blank-suit-mockup-blazer-jacket-coat_53876-799726.jpg,business casual,green,solid,polyester,$150,male,"business, formal",blazer,Emerald Classic Blazer,"A sleek green polyester blazer featuring a two-button closure, notched lapels, and flap pockets, perfect for business and formal occasions."
png-man-model-brown-suit-bag-handbag-fashion_53876-837032.jpg,business casual,gray,subtle checkered,wool,$600,male,"business, formal meetings",suit,Modern Gray Checkered Wool Suit,"A tailored gray wool suit with a subtle checkered pattern, paired with a white collared shirt and brown leather belt, perfect for business casual or formal events."
png-black-man-model-winter-catalog-sweatshirt-portrait-fashion_53876-921467.jpg,streetwear,green,solid,faux fur,$150,male,casual,puffer jacket,Emerald Luxe Puffer,"An oversized deep green faux fur puffer jacket designed for casual streetwear. It features a wide collar, plush texture, and a front zipper closure, offering both warmth and bold style."
png-blue-jacket-sleeve-pants-coat_53876-849147.jpg,streetwear,blue,solid,leather,$150-$300,unisex,casual,jacket,Urban Blue Leather Jacket,"A sleek blue leather jacket with a minimalist design, featuring a classic collar and snap button closures, perfect for casual, urban style."
whitetshirt_offwhite.png,casual,white,solid,cotton,30,unisex,casual,T-shirt,Classic White Crewneck Tee,"A plain white short-sleeve crewneck T-shirt made from soft cotton fabric, perfect for everyday casual wear."
10367.jpg,casual,purple,plaid,cotton,$30-$50,male,casual,collared shirt,Purple Plaid Casual Shirt,"A comfortable purple plaid collared shirt made from soft cotton, perfect for casual outings and everyday wear."
10189.jpg,business casual,blue,striped,cotton,$40,male,"business, casual",collared shirt,Strato Blue Stripe Shirt,"A classic business casual men's collared shirt featuring blue and white vertical stripes, made from breathable cotton fabric. Ideal for office wear or semi-formal occasions."
10371.jpg,streetwear,black,graphic print,cotton,40,male,casual,hoodie,Urban Graphic Hoodie,"A black cotton hoodie featuring a distinctive white graphic print on the front, perfect for casual streetwear."
blacktshirt_basic.png,athleisure,black,solid,cotton,$15-$30,male,casual,T-shirt,Classic Black Crew Neck T-shirt,"A versatile black crew neck T-shirt made from soft cotton fabric, perfect for casual and athleisure wear."
whitetshirt_womens.jpg,casual,white,solid,cotton,$10-$20,female,casual,T-shirt,Classic White Tee,"A simple, comfortable white cotton T-shirt with a relaxed fit, ideal for everyday casual wear."
navybluehoodie.jpg,athleisure,blue,solid,cotton,$40-$60,unisex,casual,hoodie,Sunday Running Club Hoodie,"A comfortable blue cotton hoodie with a kangaroo pocket and 'Sunday Running Club' printed on the chest, perfect for casual wear or light exercise."
bluetshirt_navy.png,casual,blue,solid,cotton,$20,unisex,casual,T-shirt,Classic Organic Cotton Tee,"A simple, solid blue organic cotton T-shirt with a crew neckline and short sleeves, perfect for everyday casual wear."
whitetshirt_greenishbackground.jpg,casual,white,solid,cotton,25,unisex,casual,T-shirt,Classic White Cotton Tee,"A simple, solid white cotton T-shirt with a crew neck, perfect for casual everyday wear."
young-bald-muscular-man_251136-2703.jpg,casual,gray,marled,cotton blend,60,male,casual,hooded pullover sweater,Marled Cozy Hoodie,"A gray marled cotton blend hooded pullover sweater featuring a buttoned chest placket, drawstring hood, and front kangaroo pocket, ideal for casual, comfortable wear."
whitetshirt_buckmason.png,casual,white,solid,cotton,$30,unisex,casual,T-shirt,Essential White Cotton Tee,"A classic white crewneck T-shirt made from soft, breathable cotton, perfect for everyday casual wear."
greenpants.jpg,casual,green,solid,cotton,30,unisex,casual,pants,ComfortFit Joggers,"These comfortable cotton joggers feature an elastic waistband and cuffs, designed for casual wear and everyday comfort."
man-png-element-transparent-background_53876-957364.jpg,casual,red,plaid,cotton,$40,male,casual,shirt,Red Plaid Casual Shirt,"A comfortable red plaid button-up shirt made of soft cotton, perfect for everyday casual wear."
29541780_fpx.webp,athleisure,black,solid,cotton,$45,male,casual,crewneck sweatshirt,Champion Washed Black Crewneck,"A comfortable black washed cotton crewneck sweatshirt featuring a chest pocket and the Champion logo, perfect for casual and athleisure wear."
31987860_fpx.webp,athleisure,beige,solid,polyester,$120,male,casual,hooded zip-up jacket,Urban Comfort Hoodie,"A sleek beige hooded zip-up jacket made from lightweight polyester, perfect for casual outings and activewear. Features drawstrings on the hood and a fitted silhouette for a modern athleisure look."
13837880_fpx.webp,casual,brown,solid,cotton,$80,male,casual,jacket,Classic Beige Harrington Jacket,"A lightweight beige jacket with a simple design, zip closure, and two front pockets, perfect for casual outings."
31727551_fpx.webp,casual,brown,solid,fleece,$60,male,casual,fleece jacket,Columbia Heather Fleece Jacket,"A warm, cozy brown full-zip fleece jacket designed for casual wear, featuring a stand collar and soft texture."
31214852_fpx.webp,athleisure,blue,solid,cotton,$60,female,casual,sweatshirt,Comfort Crew Sweatshirt,"A cozy blue crewneck sweatshirt made from soft cotton with ribbed cuffs and subtle logo embroidery, perfect for relaxed days and casual wear."
26337667_fpx.webp,athleisure,black,solid,cotton,$80,male,casual,hoodie,Classic Black Zip-Up Hoodie,"A sleek and comfortable black zip-up hoodie featuring a small embroidered logo on the chest, made from soft cotton fabric for casual, everyday wear."
31830384_fpx.webp,business casual,green,solid,cotton,$80-$120,female,"casual, business casual",collared shirt,Mint Green Polo Sweater,"A soft, lightweight mint green cotton polo sweater with long sleeves and ribbed cuffs, perfect for a comfortable yet polished look."
31441238_fpx.webp,business casual,white,striped,cotton,$40,male,"casual, business casual",collared shirt,Classic Striped Polo,"A comfortable white cotton polo shirt featuring thin horizontal black stripes, perfect for casual or business casual settings."
31729574_fpx.webp,athleisure,gray,solid,polyester blend,$40-$60,male,casual,quarter-zip pullover,Columbia Grey Quarter-Zip Pullover,"A comfortable, lightweight grey quarter-zip pullover made from a polyester blend material, designed for casual wear and outdoor activities."
32115576_fpx.webp,business casual,white,solid,cotton,$30-$60,male,"casual, business casual",collared shirt,Classic White Polo,"A classic white polo shirt made of soft cotton featuring a simple three-button placket and a clean, minimalistic design ideal for casual and business casual occasions."
3502496_fpx.webp,business casual,blue,solid,cotton,60,male,"business, casual",collared shirt,Classic Light Blue Dress Shirt,"A classic light blue button-down dress shirt made from soft cotton fabric, designed with a pointed collar and long sleeves, ideal for business or casual wear."
28281467_fpx.webp,casual,blue,floral,"denim (jacket), cotton (dress)",90,female,casual,"denim jacket, floral dress",Classic Denim Jacket and Floral Dress Combo,"A deep blue denim jacket paired with a light cotton floral dress. The jacket features classic button details and chest pockets, while the dress has a gentle floral pattern and a comfortable fit, perfect for everyday casual wear."
16476087_fpx.webp,business casual,blue,solid,cotton,$50-$70,male,"casual, business",pants,Classic Cotton Chinos,"Slim-fit navy blue cotton chinos that offer a clean, versatile look suitable for both casual outings and business casual settings."
26935467_fpx.webp,athleisure,green,solid,polyester,$60,male,casual,hoodie,Under Armour Tech Hoodie,"This is a green zip-up hoodie featuring a drawstring hood and kangaroo pockets. It is made from lightweight polyester, designed for comfort and ease during casual wear or light workouts."
29243735_fpx.webp,casual,blue,solid,cotton denim,$50-$80,female,casual,jeans,Classic Light Wash Skinny Jeans,"A pair of high-waisted, light blue skinny jeans made from soft denim cotton, featuring a clean solid wash suitable for everyday casual wear."
24132877_fpx.webp,athleisure,gray,solid,fleece,$50,female,casual,zip-up jacket,Cozy Grey Fleece Jacket,"A light gray fleece zip-up jacket designed for warmth and comfort, featuring a stand collar and pockets, perfect for casual wear and outdoor activities."
29173205_fpx.webp,business casual,blue,solid,wool blend,$300,male,business,blazer,Classic Navy Blazer,"A tailored navy wool blend blazer featuring a clean, modern cut, ideal for business casual occasions."
28434024_fpx.webp,business casual,black,solid,cotton,$50,male,"casual, business",sweater,Classic Black Crewneck Sweater,"A versatile black crewneck sweater made from soft cotton, perfect for layering in business casual or casual settings."
32149252_fpx (1).webp,business casual,blue,solid,cotton,$40-$70,male,"casual, business casual",polo shirt,Classic Light Blue Polo,"A light blue short-sleeve polo shirt made from soft cotton fabric, featuring a traditional collar and a three-button placket. Perfect for casual and business casual settings."
14535626_fpx.webp,business casual,black,solid,leather,$150-$300,male,"casual, business",leather jacket,Urban Classic Leather Jacket,"A sleek black leather jacket with a front zipper and classic collar, perfect for both casual outings and business casual settings."
28436706_fpx.webp,athleisure,black,solid,polyester,$100 - $150,male,casual,jacket,The North Face Waterproof Windbreaker,"A black, lightweight, waterproof windbreaker jacket with a hood, elastic cuffs, and zippered pockets. Ideal for casual wear and outdoor activities."
30345446_fpx.webp,business casual,orange,checkered,cotton,$70,male,"business, casual, office",collared shirt,Orange Checkered Dress Shirt,"A finely woven orange checkered dress shirt made from soft cotton, featuring a button-down collar and a slim fit, perfect for business casual or office wear."
31833315_fpx.webp,business casual,green,solid,polyester,$40,male,"casual, business",polo shirt,Columbia Classic Polo,"A light green short sleeve polo made with breathable polyester, perfect for casual and business casual occasions."
31698533_fpx.webp,casual,white,eyelet embroidery,cotton,$70-$110,female,"casual, daytime outing, summer events",top and skirt set,Summer Breeze Eyelet Set,"A white cotton eyelet embroidered two-piece set featuring a sleeveless button-front crop top with scalloped edges and a high-waisted midi skirt with a flowy silhouette, perfect for warm weather and casual outings."
31593483_fpx.webp,casual,pink,solid,cotton,$40-$60,female,casual,blouse,Pleated Pink Blouse,"A light pink casual blouse featuring pintuck pleats on the front, button closure, and puffed 3/4 sleeves with elastic cuffs. Made of soft cotton for comfortable wear."
31441298_fpx.webp,business casual,white,horizontal stripes,cotton,$40-$60,male,"casual, business casual",collared shirt,Striped Polo Shirt,"A white short-sleeve polo shirt featuring subtle black horizontal stripes, made from breathable cotton fabric, perfect for casual or business casual settings."
19147294_fpx.webp,athleisure,gray,solid,cotton,50,male,casual,sweatshirt,Nike Classic Crew Sweatshirt,"A comfortable and simple gray crewneck sweatshirt with a small Nike logo on the chest, made from soft cotton fabric, perfect for casual or athleisure wear."
15694104_fpx.webp,streetwear,blue,solid,cotton denim,$50-$80,male,casual,jeans,Classic Straight-Leg Jeans,"A pair of classic blue straight-leg denim jeans made from durable cotton, perfect for casual streetwear looks."
30397133_fpx.webp,business casual,green,plaid,cotton,$70,male,"casual, business",collared shirt,Green Plaid Button-Down Shirt,"A classic green plaid button-down shirt made of soft cotton, featuring a button collar and long sleeves, perfect for casual and business casual settings."
31004284_fpx.webp,business casual,brown,checkered,wool,$250,male,business,blazer,Classic Check Wool Blazer,"A sophisticated brown checkered wool blazer featuring a single-button closure, perfect for business casual settings."
26860924_fpx.webp,casual,blue,logo print,cotton,$50,male,"casual, lounge, sleepwear",pants,Logo Print Lounge Pants,"Comfortable navy blue lounge pants featuring an all-over repeat logo print, made from soft cotton fabric with an elastic waistband and drawstring for adjustable fit."
31807594_fpx.webp,athleisure,blue,solid,polyester,70,female,casual,jacket,Columbia lightweight zip-up jacket,"A lightweight blue zip-up jacket designed for casual wear and outdoor activities, made from breathable polyester with a high collar and full front zipper."
31618599_fpx.webp,business casual,blue,striped,polyester,$40-$60,male,"casual, business casual",collared shirt,Striped Blue Polo Shirt,"A light blue striped short-sleeve polo shirt made from breathable polyester fabric, perfect for a casual yet polished business casual look."
31715463_fpx.webp,casual,white,floral,cotton,$70,female,"casual, daytime outings",dress,Floral Peplum Maxi Dress,"A lightweight cotton floral dress featuring a fitted peplum bodice with thin spaghetti straps and a flowing maxi skirt, perfect for casual daytime wear."
27455916_fpx.webp,athleisure,black,solid,polyester,$50,female,casual,leggings,Performance High-Waisted Leggings,"A pair of sleek, high-waisted black leggings designed for comfort and flexibility, perfect for workouts or casual wear."
32089575_fpx.webp,business casual,green,cable knit,cotton,$80,female,"casual, business casual",sweater,Classic Cable Knit Sweater,"A fitted, sage green cable knit sweater made from soft cotton, perfect for layering and comfortable all-day wear in casual or business casual settings."
31397823_fpx.webp,casual,brown,solid,denim,$80,male,casual,jacket,Classic Brown Denim Jacket,"A classic brown denim jacket with contrast stitching, button closures, and flap pockets, perfect for casual everyday wear."
27223143_fpx.webp,athleisure,black,solid,polyester,50,male,casual,track pants,Black Performance Track Pants,"Comfortable black athletic track pants made from lightweight polyester, designed for casual wear or workout sessions."
23091080_fpx.webp,casual,blue,solid,cotton,$25,male,casual,T-shirt,Classic Sky Blue Tee,"A soft, light blue cotton T-shirt with a crew neck and short sleeves, perfect for casual outings and everyday wear."
29196530_fpx.webp,casual,black,solid,cotton blend,$60-$90,male,"casual, everyday wear",half-zip pullover sweatshirt,Tommy Hilfiger Classic Half-Zip Sweatshirt,"A black half-zip pullover sweatshirt with ribbed cuffs and hem, featuring a small logo on the chest and a striped inner collar detail, made from a soft cotton blend for comfortable casual wear."
31396587_fpx.webp,business casual,blue,solid,cotton,$60,male,"casual, business",Polo Shirt,Classic Blue Polo,"A classic navy blue cotton polo shirt with a two-button placket and short sleeves, featuring a small logo embroidery on the chest."
32429712_fpx.webp,business casual,blue,"striped (shirt), solid (blazer)","cotton (shirt), wool blend (blazer)",$150-$300,female,"business, casual",blazer and collared shirt,Classic Navy Blazer with Striped Shirt,"A sophisticated navy double-breasted blazer paired with a blue and white vertically striped collared shirt, styled with light-wash denim jeans for a polished yet casual look."
29523274_fpx.webp,athleisure,gray,solid,polyester,$25,male,"casual, workout",shorts,Nike Performance Shorts,"Comfortable gray athletic shorts with an elastic waistband, made from lightweight polyester material ideal for workouts and casual wear."
29178965_fpx.webp,business casual,gray,plaid,wool blend,$150,male,"business, casual meetings",blazer,Gray Plaid Business Blazer,"A tailored gray plaid blazer made from a wool blend, featuring a modern fit with classic lapels and two-button closure, perfect for business casual occasions."
31790610_fpx.webp,athleisure,blue,solid,cotton,$60,male,casual,hoodie,Casual Zip-Up Hoodie,"A comfortable light blue zip-up hoodie made from soft cotton material, designed for casual and athleisure wear with a classic fit and front pockets."
32504426_fpx.webp,casual,blue,solid,polyester,$40,male,casual,shorts,Aqua Comfort Shorts,"Light blue casual shorts made from lightweight polyester with a drawstring waist, designed for comfort and ease in warm weather."
32149252_fpx.webp,business casual,blue,solid,cotton,$40-$70,male,"casual, business casual",polo shirt,Classic Light Blue Polo,"A light blue, short-sleeved polo shirt made from comfortable cotton fabric with a soft collar and button placket. Perfect for business casual or casual wear."
29432269_fpx.webp,casual,white,solid,cotton blend,$70,female,"casual, daytime outings, brunch",jumpsuit,Elegant Wide-Leg Jumpsuit,"A comfortable and chic wide-leg jumpsuit with a deep V-neck and cinched waist, perfect for casual or semi-formal daytime events."
30286331_fpx.webp,business casual,blue,solid,cotton,$120,female,"casual, business",coat,Classic Blue Cotton Trench Coat,"A sleek, mid-length blue trench coat made from cotton with tortoiseshell buttons, designed for a refined business casual look."
32366731_fpx.webp,casual,brown,solid,linen,$70,female,casual,pants,Sandstone Linen Wide-Leg Pants,"These casual wide-leg pants feature a drawstring waist and front patch pockets, crafted from lightweight breathable linen perfect for warm weather."
24657426_fpx.webp,business casual,blue,solid with cable knit texture on sweater,cotton,120,male,"casual, business casual",jacket,Navy Cable Knit Lightweight Jacket,"A classic navy lightweight jacket featuring a zip-up front and a subtle embroidered logo on the chest, layered over a navy cable knit sweater and white collared shirt, perfect for polished casual and business casual occasions."
24673531_fpx.webp,business casual,black,"solid (blazer), striped (shirt)",cotton blend,$120,female,"business, casual",blazer,Classic Navy Blazer,"A tailored navy blazer with gold buttons, featuring a structured fit ideal for both casual and business casual settings. Worn over a striped cotton blend top with cream-colored pants."
31271780_fpx.webp,business casual,black,solid,cotton blend,$80,female,"business, casual",dress,Classic Black Work Dress,"A sleek, fitted black dress with short sleeves and flap pockets, perfect for office wear or casual business events."
24120017_fpx.webp,casual,blue,solid,denim,$50-$70,female,casual,short overalls,Classic Denim Shortalls,"Light blue denim short overalls with adjustable shoulder straps, side button closures, and a front chest pocket, perfect for casual summer wear."
32242723_fpx.webp,casual,orange,solid,cotton,$50,male,casual,hoodie,Urban Comfort Hoodie,"A solid orange cotton hoodie with a front kangaroo pocket and adjustable drawstring hood, perfect for casual everyday wear."
31608631_fpx.webp,casual,green,solid,cotton,$70,female,casual,jumpsuit,Olive Utility Jumpsuit,"A sleeveless olive green utility jumpsuit made from breathable cotton with a belted waist and front pockets, perfect for casual outings."
67643858_023_b.webp,athleisure,brown,solid,cotton,$70,female,casual,sweatshirt,Cozy Zip Sweatshirt,"A comfortable, oversized brown cotton sweatshirt featuring a half-zip neckline and long sleeves, perfect for casual and athleisure wear."
4144529130340_020_b.webp,casual,brown,solid,wool,$120,female,casual,sweater,Ribbed Quarter-Zip Sweater,"A cozy brown ribbed wool sweater featuring a quarter-zip closure and voluminous sleeves, perfect for casual outdoor wear."
4144529130416_012_b.webp,casual,white,open knit,cotton,$40-$60,female,casual,short sleeve knit top,Breezy Knit Short Sleeve,"A lightweight, breathable white cotton knit top with an open weave pattern, ribbed crew neckline, and short sleeves, perfect for casual everyday wear."
81250136_237_c.webp,athleisure,green,solid,polyester,$60,female,casual,pants,Lightweight Cargo Joggers,"Comfortable loose-fitting green cargo joggers with elastic ankle cuffs, perfect for casual or athleisure wear."
80508013_010_b.webp,casual,white,solid,cotton,$30-$50,female,casual,sleeveless dress,Classic Sleeveless Tee Dress,"A simple, comfortable white sleeveless dress crafted from soft cotton, perfect for casual outings and everyday wear."
4144953280002_001_b.webp,athleisure,black,solid,polyester,$40,female,"casual, workout",sports bra,Sleek Performance Sports Bra,"A supportive black sports bra with a subtle brown mesh band, designed for comfort and style during workouts or casual wear."
4130657990091_018_b.webp,casual,black,solid,cotton,$50-$80,female,casual,sleeveless dress,Minimalist Black Slip Dress,"A simple black sleeveless slip dress featuring delicate white piping along the neckline and hem, made from lightweight cotton fabric ideal for casual outings in warm weather."
4130647160200_063_b.webp,casual,orange,solid,cotton,$50,female,casual,dress,Casual Orange Shift Dress,"A simple and comfortable orange cotton shift dress with a relaxed fit and short sleeves, perfect for casual outings."
4144021370055_001_b.webp,athleisure,black,solid,polyester,$50-$70,female,"casual, sports, tennis",crop top and skirt set,Active Tennis Duo,"A sleek black polyester crop top paired with a matching athletic skirt, designed for active sports like tennis with a comfortable and breathable fit."
4149568950007_035_b.webp,athleisure,white,solid,cotton,$40,female,casual,cropped sleeveless top,Modern V-Neck Crop Top,"A white, sleeveless cropped top featuring a subtle v-neck notch and soft cotton fabric, perfect for casual or athleisure wear."
27842690_fpx.tif.webp,casual,blue,solid,cotton,$40-$60,female,casual,shirt,Classic Denim Shirt,"A light blue casual cotton shirt with 3/4 sleeves, designed for comfortable everyday wear."
31514441_fpx.tif.webp,casual,white,floral,cotton,$50-$70,female,"casual, daytime outings, summer parties",dress,Floral Puff Sleeve Summer Dress,"A white, lightweight cotton dress featuring delicate purple floral prints, puff sleeves, a square neckline with lace trimming, and a smocked waist with a ruffled hem, perfect for casual and warm weather occasions."
4144529130331_102_b.webp,athleisure,gray,solid,fleece,$80,female,"casual, outdoor, winter",jacket,Cozy Fleece Zip Jacket,"A warm, light gray fleece zip-up jacket with a drawstring waist, perfect for casual winter wear and outdoor activities."
32310518_fpx.tif.webp,casual,white,floral,chiffon,$50,female,casual,halter top,Breezy Floral Halter,"A lightweight white chiffon halter top featuring a navy blue floral pattern, perfect for casual summer outings."
4145916210079_045_b.webp,casual,blue,solid,cotton,$60,female,"casual, beach, vacation",dress,Ocean Breeze Maxi Dress,"A light blue, flowy cotton maxi dress with a deep V-neck and flutter sleeves, perfect for warm weather and relaxed outings."
4130916210081_041_b.webp,casual,blue,paisley,cotton,45,female,casual,dress,Navy Paisley Mini Dress,"A navy blue mini dress with a paisley print, featuring a V-neckline, flutter sleeves, fitted waist, and ruffled hem, perfect for casual outings."
26756388_fpx.tif.webp,casual,blue,solid,cotton,$25,female,casual,tank top,Lace Trim V-Neck Tank,"A comfortable navy blue cotton tank top featuring a delicate lace trim along the V-neck and armholes, perfect for casual wear."
4149522160164_041_b.webp,casual,black,striped,cotton,$60,female,casual,t-shirt and skirt,Casual Striped Skirt Outfit,"This casual outfit features a plain black cotton t-shirt paired with a black and white vertically striped skirt with an asymmetrical hem, perfect for relaxed daytime activities."
4144021370053_001_b.webp,casual,black,solid,cotton,$80,female,casual,sleeveless midi dress,Sleek Side-Slit Dress,"A fitted black sleeveless midi dress made from soft cotton with a high neckline and a side slit, perfect for casual outings or warm weather days."
66666967_066_b.webp,athleisure,pink,solid,cotton,$50-$80,female,casual,sweatshirt and sweatpants set,Cozy Pink Lounge Set,"A comfortable and stylish pink sweatshirt and sweatpants set made from soft cotton, perfect for lounging or casual outings."
